Accuracy,AUC-ROC Score,Top Features
0.8523,0.5666143255931988,0.19137944820762384
0.8523,0.5666143255931988,0.15108964819690324
0.8523,0.5666143255931988,0.1318991467356952
0.8523,0.5666143255931988,0.05202784671762667
0.8523,0.5666143255931988,0.03361544534987041
